ID,Name,LongName,photoUrl,playerUrl,Nationality,Age,↓OVA,POT,Club,Contract,Positions,Height,Weight,Preferred Foot,BOV,Best Position,Joined,Loan Date End,Value,Wage,Release Clause,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defending,Marking,Standing Tackle,Sliding Tackle,Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,W/F,SM,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits
240501,A. Katranis,Alexandros Katranis,https://cdn.sofifa.com/players/240/501/21_60.png,http://sofifa.com/player/240501/alexandros-katranis/210006/,Greece,22.0,66,75.0,"



Hatayspor","May 31, 2021 On Loan",LB,177cm,73kg,Left,66,LB,"Aug 9, 2017","May 31, 2021",€1.8M,€7K,€0,262.0,65,40,53,65,39,279,64,58,42,52.0,63,340,72,72,67,58.0,71,312,58,70.0,67,65,52,290,70,61,48,59.0,52,59,187,58,64,65,40,10.0,8.0,7.0,6.0,9.0,1710,371,3 ★,3★,Medium,Medium,1 ★,72,47,60.0,64.0,61,67.0,5
244853,K. Sowah,Kamal Sowah,https://cdn.sofifa.com/players/244/853/21_60.png,http://sofifa.com/player/244853/kamal-sowah/210006/,Ghana,20.0,66,78.0,"



Oud-Heverlee Leuven","Jun 30, 2021 On Loan","RM, CAM, CM",179cm,66kg,Left,67,LM,"Jan 31, 2018","Jun 30, 2021",€2.1M,€14K,€0,282.0,59,59,40,64,60,320,68,62,61,59.0,70,362,80,82,71,54.0,75,346,71,67.0,81,59,68,255,40,46,57,53.0,59,54,129,38,46,45,49,10.0,13.0,10.0,9.0,7.0,1743,377,3 ★,3★,Medium,Medium,1 ★,81,63,60.0,69.0,43,61.0,21
221567,Sim Sang Min,Sang Min Sim,https://cdn.sofifa.com/players/221/567/21_60.png,http://sofifa.com/player/221567/sang-min-sim/210006/,Korea Republic,27.0,66,67.0,"



Sangju Sangmu FC","Nov 27, 2021 On Loan",LB,172cm,70kg,Left,67,LWB,"Jan 4, 2019","Nov 27, 2021",€900K,€2K,€0,248.0,67,50,38,63,30,277,67,50,39,57.0,64,352,75,69,71,66.0,71,299,43,68.0,72,69,47,298,70,67,67,55.0,39,60,184,60,62,62,55,9.0,13.0,13.0,7.0,13.0,1713,375,3 ★,3★,Medium,Medium,1 ★,72,47,59.0,67.0,60,70.0,1
223104,M. McNulty,Marc McNulty,https://cdn.sofifa.com/players/223/104/21_60.png,http://sofifa.com/player/223104/marc-mcnulty/210006/,Scotland,27.0,66,66.0,"



Dundee United","Jun 30, 2021 On Loan",ST,178cm,70kg,Right,66,ST,"Jul 6, 2018","Jun 30, 2021",€925K,€5K,€0,299.0,46,67,64,58,64,283,61,62,59,36.0,65,362,75,73,74,68.0,72,345,71,75.0,75,60,64,312,79,33,69,59.0,72,69,79,22,32,25,57,11.0,7.0,13.0,15.0,11.0,1737,358,3 ★,2★,Medium,Medium,1 ★,74,67,53.0,64.0,32,68.0,5
252033,Tomás Esteves,Tomás Lago Pontes Esteves,https://cdn.sofifa.com/players/252/033/21_60.png,http://sofifa.com/player/252033/tomas-lago-pontes-esteves/210006/,Portugal,18.0,66,84.0,"



Reading","Jun 30, 2021 On Loan","RB, RWB",180cm,72kg,Right,67,RWB,"Jul 1, 2019","Jun 30, 2021",€2.1M,€1K,€0,253.0,68,36,52,65,32,258,69,44,37,42.0,66,337,72,77,64,58.0,66,246,29,57.0,64,67,29,277,63,63,54,57.0,40,64,186,59,64,63,42,7.0,11.0,7.0,9.0,8.0,1599,360,4 ★,3★,High,High,1 ★,75,34,58.0,67.0,61,65.0,98
244364,Gabriel Brazão,Gabriel Resende Brazão,https://cdn.sofifa.com/players/244/364/21_60.png,http://sofifa.com/player/244364/gabriel-resende-brazao/210006/,Brazil,19.0,66,78.0,"



Real Oviedo","Jun 30, 2021 On Loan",GK,191cm,84kg,Right,66,GK,"Jul 1, 2019","Jun 30, 2021",€1.8M,€7K,€0,139.5,12,6,19,39,6,119,35,13,12,26.0,40,221,41,41,35,64.0,34,176,44,34.5,32,67,6,146,18,11,21,34.0,18,32,34,12,11,11,72,20.5,20.5,20.5,20.5,20.5,1110,351,3 ★,1★,Medium,Medium,1 ★,65,63,59.0,70.0,28,66.0,28
246155,S. McCallum,Sam McCallum,https://cdn.sofifa.com/players/246/155/21_60.png,http://sofifa.com/player/246155/sam-mccallum/210006/,England,19.0,66,80.0,"



Coventry City","Jun 30, 2021 On Loan","LWB, LB",183cm,73kg,Left,66,LWB,"Jan 31, 2020","Jun 30, 2021",€1.9M,€2K,€0,290.0,64,52,62,61,51,315,65,65,63,58.0,64,334,80,79,65,52.0,58,316,59,70.0,67,62,58,284,67,61,59,52.0,45,60,184,60,63,61,59,9.0,12.0,15.0,12.0,11.0,1782,384,3 ★,2★,Medium,Medium,1 ★,79,55,60.0,64.0,61,65.0,43
234385,N. Hauptmann,Niklas Hauptmann,https://cdn.sofifa.com/players/234/385/21_60.png,http://sofifa.com/player/234385/niklas-hauptmann/210006/,Germany,24.0,66,73.0,"



Holstein Kiel","Jun 30, 2021 On Loan",CM,176cm,63kg,Left,70,CAM,"Jul 1, 2018","Jun 30, 2021",€1.7M,€7K,€0,264.0,62,49,33,73,47,332,72,69,53,66.0,72,382,76,67,89,65.0,85,291,59,71.0,64,38,59,272,55,47,59,67.0,44,58,158,65,49,44,43,9.0,12.0,7.0,7.0,8.0,1742,366,3 ★,3★,Medium,Medium,1 ★,71,53,67.0,74.0,51,50.0,6
201359,M. Abu,Mohammed Abu,https://cdn.sofifa.com/players/201/359/21_60.png,http://sofifa.com/player/201359/mohammed-abu/210006/,Ghana,28.0,66,67.0,"



DC United","Dec 31, 2020 On Loan","CDM, CM",170cm,68kg,Left,66,CDM,"Oct 4, 2018","Dec 31, 2020",€825K,€2K,€0,275.0,53,48,54,67,53,318,63,66,57,65.0,67,350,70,68,76,66.0,70,331,67,72.0,75,60,57,305,71,67,57,62.0,48,63,182,57,63,62,53,13.0,7.0,13.0,14.0,6.0,1814,379,2 ★,3★,Medium,High,1 ★,69,54,62.0,66.0,61,67.0,1
222369,E. Smith,Eric Smith,https://cdn.sofifa.com/players/222/369/21_60.png,http://sofifa.com/player/222369/eric-smith/210006/,Sweden,23.0,66,72.0,"



IFK Norrköping","Dec 31, 2020 On Loan","CDM, CB",192cm,86kg,Right,67,CM,"Jul 1, 2018","Dec 31, 2020",€1.2M,€5K,€0,250.0,43,50,46,68,43,299,61,44,58,72.0,64,308,61,65,64,62.0,56,350,74,61.0,74,80,61,292,69,63,55,64.0,41,60,173,63,57,53,55,12.0,12.0,13.0,7.0,11.0,1727,376,3 ★,2★,Medium,Medium,1 ★,63,56,61.0,62.0,59,75.0,6
235244,R. Nicolaisen,Rasmus Nicolaisen,https://cdn.sofifa.com/players/235/244/21_60.png,http://sofifa.com/player/235244/rasmus-nicolaisen/210006/,Denmark,23.0,66,73.0,"



Portsmouth","May 31, 2021 On Loan",CB,190cm,82kg,Left,68,CB,"Jul 1, 2016","May 31, 2021",€1.6M,€6K,€0,245.0,38,41,69,65,32,241,50,38,32,56.0,65,303,65,71,60,54.0,53,300,51,70.0,66,79,34,253,63,64,48,42.0,36,61,195,65,67,63,60,6.0,14.0,14.0,13.0,13.0,1597,354,3 ★,2★,Medium,Medium,1 ★,68,41,51.0,56.0,66,72.0,12
240024,J. Serrano,Julien Serrano,https://cdn.sofifa.com/players/240/024/21_60.png,http://sofifa.com/player/240024/julien-serrano/210006/,France,22.0,66,75.0,"



Livingston FC","Jun 30, 2021 On Loan",LB,180cm,65kg,Left,66,LB,"Jul 1, 2017","Jun 30, 2021",€1.8M,€10K,€0,267.0,66,45,60,62,34,279,66,58,40,52.0,63,321,68,69,58,56.0,70,276,53,63.0,58,55,47,266,52,59,61,45.0,49,55,202,65,69,68,57,13.0,11.0,14.0,8.0,11.0,1668,358,3 ★,2★,High,Medium,1 ★,69,47,57.0,64.0,65,56.0,4
252324,Riquelme,Rodrigo Riquelme Reche,https://cdn.sofifa.com/players/252/324/21_60.png,http://sofifa.com/player/252324/rodrigo-riquelme-reche/210006/,Spain,20.0,66,83.0,"



Bournemouth","Jun 30, 2021 On Loan","RM, LM",174cm,66kg,Right,68,CAM,"Jul 1, 2019","Jun 30, 2021",€2.2M,€9K,€0,283.0,49,65,49,63,57,285,69,49,44,55.0,68,371,76,76,77,64.0,78,280,58,55.0,58,48,61,283,58,41,66,63.0,55,62,114,37,39,38,48,9.0,10.0,8.0,9.0,12.0,1664,358,3 ★,3★,High,Medium,1 ★,76,62,57.0,70.0,40,53.0,89
252304,I. Zlatanović,Igor Zlatanović,https://cdn.sofifa.com/players/252/304/21_60.png,http://sofifa.com/player/252304/igor-zlatanovic/210006/,Serbia,22.0,66,75.0,"



C.D. Castellón","Jun 30, 2021 On Loan",ST,180cm,75kg,Right,68,ST,"Jul 31, 2019","Jun 30, 2021",€1.9M,€3K,€0,319.0,64,66,65,61,63,255,64,54,36,38.0,63,354,76,77,70,65.0,66,341,66,70.0,71,73,61,282,70,17,67,55.0,73,65,67,30,19,18,50,11.0,11.0,10.0,13.0,5.0,1668,359,3 ★,2★,High,Medium,1 ★,77,65,55.0,64.0,26,72.0,5
248230,J. Carls,Jonas Carls,https://cdn.sofifa.com/players/248/230/21_60.png,http://sofifa.com/player/248230/jonas-carls/210006/,Germany,23.0,66,75.0,"



Vitória Guimarães","Jun 30, 2021 On Loan",LB,177cm,70kg,Left,66,LB,"Jul 1, 2017","Jun 30, 2021",€1.8M,€6K,€0,262.0,59,55,54,60,34,280,66,42,46,62.0,64,380,85,85,74,62.0,74,303,63,56.0,78,48,58,267,62,52,58,45.0,50,59,178,54,62,62,41,15.0,5.0,8.0,7.0,6.0,1711,379,3 ★,2★,Medium,Medium,1 ★,85,56,56.0,66.0,57,59.0,22
238503,L. Weinkauf,Leo Weinkauf,https://cdn.sofifa.com/players/238/503/21_60.png,http://sofifa.com/player/238503/leo-weinkauf/210006/,Germany,23.0,66,73.0,"



MSV Duisburg","Jun 30, 2021 On Loan",GK,198cm,94kg,Right,66,GK,"Jul 1, 2018","Jun 30, 2021",€1.5M,€5K,€0,139.5,11,9,19,39,10,119,35,9,10,16.5,40,221,41,41,35,51.0,34,182,43,49.0,32,58,6,146,22,14,21,25.0,18,38,34,15,10,9,72,20.5,20.5,20.5,20.5,20.5,1110,347,3 ★,1★,Medium,Medium,1 ★,68,66,57.0,69.0,19,68.0,4
245159,Juan Ibiza,Juan Fernández Blanco,https://cdn.sofifa.com/players/245/159/21_60.png,http://sofifa.com/player/245159/juan-fernandez-blanco/210006/,Spain,24.0,66,73.0,"



CE Sabadell FC","Jun 30, 2021 On Loan",CB,187cm,78kg,Left,68,CB,"Jul 10, 2019","Jun 30, 2021",€1.6M,€2K,€0,229.0,42,25,66,59,37,219,39,36,36,44.0,64,292,57,62,47,65.0,61,273,50,69.0,57,65,32,247,64,67,34,36.0,46,57,204,65,70,69,48,10.0,9.0,5.0,11.0,13.0,1512,320,3 ★,2★,Medium,Medium,1 ★,60,34,46.0,50.0,67,63.0,3
234671,J. Odgaard,Jens Odgaard,https://cdn.sofifa.com/players/234/671/21_60.png,http://sofifa.com/player/234671/jens-odgaard/210006/,Denmark,21.0,66,75.0,"



FC Lugano","Jun 30, 2021 On Loan",ST,188cm,80kg,Left,68,ST,"Jul 1, 2018","Jun 30, 2021",€1.9M,€7K,€0,282.0,42,70,61,56,53,260,68,52,34,38.0,68,327,67,68,64,65.0,63,321,67,53.0,68,77,56,246,39,22,68,58.0,59,65,108,55,31,22,53,8.0,13.0,13.0,8.0,11.0,1597,355,3 ★,3★,High,Medium,1 ★,68,65,50.0,67.0,39,66.0,3
236462,L. Faye,Lassana Faye,https://cdn.sofifa.com/players/236/462/21_60.png,http://sofifa.com/player/236462/lassana-faye/210006/,Netherlands,22.0,66,70.0,"



ADO Den Haag","Jun 30, 2021 On Loan",LB,170cm,79kg,Left,66,LB,"Jan 30, 2019","Jun 30, 2021",€1.2M,€3K,€0,221.0,59,26,50,55,31,245,63,34,31,59.0,58,337,67,74,51,63.0,82,296,56,59.0,75,74,32,251,73,64,57,33.0,24,66,192,64,65,63,47,14.0,6.0,7.0,14.0,6.0,1589,353,2 ★,2★,Medium,High,1 ★,71,35,50.0,61.0,63,73.0,2
229040,A. Nkaka,Aristote Nkaka,https://cdn.sofifa.com/players/229/040/21_60.png,http://sofifa.com/player/229040/aristote-nkaka/210006/,Belgium,24.0,66,73.0,"



SC Paderborn 07","Jun 30, 2021 On Loan","CDM, CM",184cm,74kg,Right,68,CB,"Jul 1, 2018","Jun 30, 2021",€1.6M,€5K,€0,228.0,47,28,60,63,30,257,60,36,37,62.0,62,348,72,67,68,63.0,78,335,75,76.0,70,69,45,300,74,67,54,62.0,43,50,193,67,64,62,57,8.0,8.0,15.0,12.0,14.0,1718,367,3 ★,2★,Medium,Medium,1 ★,69,43,57.0,62.0,65,71.0,8
234158,A. Gory,Alimami Gory,https://cdn.sofifa.com/players/234/158/21_60.png,http://sofifa.com/player/234158/alimami-gory/210006/,France,23.0,66,72.0,"



ESTAC Troyes","Jun 30, 2021 On Loan","ST, LW, RW",182cm,72kg,Right,68,ST,"Aug 19, 2019","Jun 30, 2021",€1.4M,€4K,€0,298.0,59,63,66,59,51,282,69,53,44,48.0,68,376,80,88,82,57.0,69,318,65,73.0,59,70,51,229,28,11,69,54.0,67,55,53,22,18,13,39,7.0,8.0,11.0,8.0,5.0,1595,350,3 ★,3★,Medium,Medium,1 ★,84,61,55.0,69.0,22,59.0,8
243641,L. Adžić,Luka Adžić,https://cdn.sofifa.com/players/243/641/21_60.png,http://sofifa.com/player/243641/luka-adzic/210006/,Serbia,21.0,66,75.0,"



MKE Ankaragücü","Jun 30, 2021 On Loan","LW, CAM, LM",184cm,78kg,Right,67,CAM,"Jul 1, 2018","Jun 30, 2021",€1.9M,€6K,€0,305.0,62,61,56,63,63,330,71,66,64,60.0,69,338,73,75,68,58.0,64,323,64,73.0,57,63,66,268,47,35,62,63.0,61,63,88,33,24,31,48,11.0,7.0,8.0,13.0,9.0,1700,361,4 ★,3★,Medium,Medium,1 ★,74,63,63.0,69.0,33,59.0,3
241829,Lucas Cunha,Lucas de Souza Cunha,https://cdn.sofifa.com/players/241/829/21_60.png,http://sofifa.com/player/241829/lucas-de-souza-cunha/210006/,Brazil,23.0,66,76.0,"



RC Celta","Jun 30, 2021 On Loan",CB,186cm,76kg,Right,68,CB,"Jul 1, 2014","Jun 30, 2021",€1.8M,€3K,€0,202.0,28,28,64,53,29,189,41,29,35,37.0,47,295,55,62,61,61.0,56,283,46,76.0,60,72,29,237,70,65,28,32.0,42,57,201,66,69,66,44,8.0,9.0,6.0,12.0,9.0,1451,314,3 ★,2★,Medium,Medium,1 ★,59,33,39.0,47.0,67,69.0,4
243646,B. Nygren,Benjamin Nygren,https://cdn.sofifa.com/players/243/646/21_60.png,http://sofifa.com/player/243646/benjamin-nygren/210006/,Sweden,18.0,66,80.0,"



SC Heerenveen","Jun 30, 2022 On Loan","CAM, ST, RW",184cm,77kg,Left,68,CAM,"Jul 1, 2019","Jun 30, 2022",€2M,€2K,€0,304.0,63,65,52,69,55,306,67,54,51,64.0,70,318,64,68,62,60.0,64,318,58,69.0,65,64,62,235,32,14,61,64.0,64,62,52,18,16,18,42,6.0,10.0,6.0,12.0,8.0,1575,337,3 ★,2★,Medium,Medium,1 ★,66,62,64.0,67.0,20,58.0,31
255934,J. Onana,Jean Onana,https://cdn.sofifa.com/players/255/934/21_60.png,http://sofifa.com/player/255934/jean-onana/210006/,Cameroon,20.0,66,75.0,"



Royal Excel Mouscron","Jun 30, 2021 On Loan","CDM, CB",189cm,82kg,Right,67,CDM,"Jan 31, 2020","Jun 30, 2021",€1.8M,€6K,€0,271.0,52,49,58,68,44,289,58,51,50,64.0,66,258,47,47,52,59.0,53,340,70,62.0,65,83,60,297,66,63,52,62.0,54,60,183,59,65,59,59,9.0,14.0,15.0,12.0,9.0,1697,360,3 ★,2★,Medium,Medium,1 ★,47,56,61.0,60.0,62,74.0,8
216255,M. Stefaniak,Marvin Stefaniak,https://cdn.sofifa.com/players/216/255/21_60.png,http://sofifa.com/player/216255/marvin-stefaniak/210006/,Germany,25.0,66,68.0,"



SpVgg Greuther Fürth","Jun 30, 2021 On Loan","LM, LW",178cm,76kg,Right,67,RM,"Jul 1, 2017","Jun 30, 2021",€1.1M,€11K,€0,287.0,67,60,40,65,55,329,68,81,72,41.0,67,367,83,69,79,59.0,77,326,69,69.0,67,60,61,252,41,27,60,60.0,64,60,81,30,25,26,56,13.0,11.0,15.0,7.0,10.0,1698,355,4 ★,3★,Medium,Medium,1 ★,75,62,62.0,69.0,29,58.0,18
243657,J. Garner,James Garner,https://cdn.sofifa.com/players/243/657/21_60.png,http://sofifa.com/player/243657/james-garner/210006/,England,19.0,66,84.0,"



Watford","Jun 30, 2021 On Loan","CDM, CM",182cm,80kg,Right,67,CM,"May 23, 2018","Jun 30, 2021",€2.1M,€12K,€0,284.0,53,59,55,67,50,300,61,56,50,68.0,65,324,68,67,67,65.0,57,319,66,61.0,63,64,65,314,66,63,55,66.0,64,70,191,64,65,62,41,10.0,7.0,7.0,5.0,12.0,1773,381,3 ★,2★,Medium,High,1 ★,67,61,63.0,63.0,63,64.0,250
235729,D. Bates,David Bates,https://cdn.sofifa.com/players/235/729/21_60.png,http://sofifa.com/player/235729/david-bates/210006/,Scotland,23.0,66,72.0,"



KSV Cercle Brugge","Jun 30, 2021 On Loan",CB,190cm,83kg,Right,68,CB,"Jul 1, 2018","Jun 30, 2021",€1.2M,€4K,€0,194.0,25,22,69,56,22,175,35,21,26,43.0,52,275,51,65,43,63.0,53,261,34,77.0,57,77,16,226,68,64,21,38.0,35,59,197,65,67,65,54,12.0,13.0,9.0,5.0,15.0,1382,302,2 ★,2★,Low,Medium,1 ★,59,24,41.0,43.5,66,70.0,12
234706,B. Mason,Brandon Mason,https://cdn.sofifa.com/players/234/706/21_60.png,http://sofifa.com/player/234706/brandon-mason/210006/,England,22.0,66,73.0,"



St. Mirren","Jun 30, 2021 On Loan","LWB, LB",173cm,70kg,Left,66,LWB,"Jul 6, 2018","Jun 30, 2021",€1.6M,€10K,€0,240.0,61,37,48,60,34,271,61,44,48,56.0,62,357,80,84,69,51.0,73,294,44,78.0,76,58,38,292,75,59,57,58.0,43,62,192,64,65,63,47,13.0,7.0,6.0,6.0,15.0,1693,371,2 ★,3★,Medium,Medium,1 ★,82,40,58.0,62.0,62,67.0,26
232645,F. Cambeses,Facundo Cambeses,https://cdn.sofifa.com/players/232/645/21_60.png,http://sofifa.com/player/232645/facundo-cambeses/210006/,Argentina,23.0,66,75.0,"



Club Atlético Huracán","Dec 31, 2021 On Loan",GK,184cm,80kg,Right,66,GK,"Jan 4, 2016","Dec 31, 2021",€1.6M,€3K,€0,139.5,13,12,19,39,11,119,35,13,14,21.0,40,250,49,44,39,63.0,55,216,47,68.0,34,53,14,146,27,24,21,44.0,14,49,48,23,14,11,72,20.5,20.5,20.5,20.5,20.5,1110,369,2 ★,1★,Medium,Medium,1 ★,66,63,63.0,67.0,46,64.0,6
233442,J. Osei-Tutu,Jordi Osei-Tutu,https://cdn.sofifa.com/players/233/442/21_60.png,http://sofifa.com/player/233442/jordi-osei-tutu/210006/,England,21.0,66,78.0,"



Cardiff City","Jun 30, 2021 On Loan","RM, RB",176cm,70kg,Right,67,RM,"Oct 6, 2015","Jun 30, 2021",€2.1M,€14K,€0,281.0,55,58,44,61,63,294,70,61,34,60.0,69,380,80,84,77,60.0,79,314,59,62.0,68,63,62,279,62,59,63,53.0,42,51,181,59,63,59,51,10.0,13.0,7.0,11.0,10.0,1780,391,3 ★,3★,Medium,Medium,1 ★,82,59,57.0,70.0,59,64.0,43
224213,T. Ebuehi,Tyronne Ebuehi,https://cdn.sofifa.com/players/224/213/21_60.png,http://sofifa.com/player/224213/tyronne-ebuehi/210006/,Nigeria,24.0,66,71.0,"



FC Twente","Jun 30, 2021 On Loan",RB,187cm,72kg,Right,67,CB,"Aug 17, 2020","Jun 30, 2021",€1.2M,€3K,€0,239.0,58,37,54,60,30,248,64,41,33,47.0,63,367,84,89,69,63.0,62,266,52,84.0,34,66,30,271,68,63,52,41.0,47,59,196,61,67,68,65,8.0,16.0,16.0,11.0,14.0,1652,365,3 ★,2★,Medium,Medium,1 ★,87,40,52.0,64.0,63,59.0,13
212710,Joel Pereira,Joel Castro Pereira,https://cdn.sofifa.com/players/212/710/21_60.png,http://sofifa.com/player/212710/joel-castro-pereira/210006/,Portugal,24.0,66,74.0,"



Huddersfield Town","Jun 30, 2021 On Loan",GK,188cm,70kg,Right,66,GK,"Aug 13, 2015","Jun 30, 2021",€1.6M,€15K,€0,139.5,10,12,19,39,7,119,35,9,11,20.0,40,227,43,43,35,63.0,44,204,49,54.0,34,56,11,146,22,20,21,55.0,12,54,33,13,11,9,72,20.5,20.5,20.5,20.5,20.5,1110,370,2 ★,1★,Medium,Medium,1 ★,66,65,65.0,67.0,43,64.0,43
193765,K. Thamsatchanan,Kawin Thamsatchanan,https://cdn.sofifa.com/players/193/765/21_60.png,http://sofifa.com/player/193765/kawin-thamsatchanan/210006/,Thailand,30.0,66,66.0,"



Hokkaido Consadole Sapporo","Dec 31, 2020 On Loan",GK,183cm,78kg,Right,66,GK,"Jan 10, 2018","Dec 31, 2020",€575K,€3K,€0,139.5,12,10,19,39,12,119,35,17,13,16.5,40,221,41,41,35,53.0,35,176,46,34.5,32,33,14,146,14,14,21,21.5,21,32,33,20,7,6,72,20.5,20.5,20.5,20.5,20.5,1110,363,4 ★,1★,Medium,Medium,1 ★,68,64,61.0,68.0,34,68.0,6
240120,M. Ezzarfani,Mohamed Ezzarfani,https://cdn.sofifa.com/players/240/120/21_60.png,http://sofifa.com/player/240120/mohamed-ezzarfani/210006/,Morocco,22.0,66,76.0,"



CD Mirandés","Jun 30, 2021 On Loan","LM, RM, CAM",176cm,75kg,Right,67,RM,"Aug 31, 2018","Jun 30, 2021",€1.9M,€2K,€0,290.0,62,63,52,63,50,314,69,52,65,61.0,67,340,74,73,70,59.0,64,285,61,60.0,57,59,48,228,29,22,61,58.0,58,55,99,38,28,33,49,12.0,14.0,7.0,8.0,8.0,1605,347,3 ★,3★,High,Medium,1 ★,73,59,61.0,68.0,33,53.0,2
258536,Cedric Teguía,Cedric Wilfred Teguía Noubi,https://cdn.sofifa.com/players/258/536/21_60.png,http://sofifa.com/player/258536/cedric-wilfred-teguia-noubi/210006/,Spain,18.0,66,83.0,"



Real Oviedo","Jun 30, 2021 On Loan","LM, LB",180cm,75kg,Left,68,LWB,"Jul 1, 2020","Jun 30, 2021",€2.2M,€5K,€0,305.0,66,57,59,64,59,317,62,66,69,56.0,64,373,84,85,69,61.0,74,367,76,78.0,80,78,55,288,70,60,59,56.0,43,64,175,57,58,60,35,6.0,10.0,7.0,5.0,7.0,1860,406,3 ★,3★,High,High,1 ★,85,60,62.0,64.0,58,77.0,59
225779,B. Sheaf,Ben Sheaf,https://cdn.sofifa.com/players/225/779/21_60.png,http://sofifa.com/player/225779/ben-sheaf/210006/,England,22.0,66,77.0,"



Coventry City","Jun 30, 2021 On Loan",CDM,185cm,64kg,Right,67,CDM,"Oct 28, 2015","Jun 30, 2021",€1.8M,€15K,€0,265.0,61,30,56,69,49,307,53,61,63,68.0,62,307,54,55,65,58.0,75,319,55,65.0,75,76,48,300,74,64,42,63.0,57,61,180,62,60,58,64,15.0,10.0,15.0,13.0,11.0,1742,356,2 ★,2★,Medium,High,1 ★,55,42,65.0,58.0,61,75.0,25
192075,J. Skjelvik,Jørgen Skjelvik,https://cdn.sofifa.com/players/188/917/21_60.png,http://sofifa.com/player/188917/jorgen-skjelvik/210006/,Norway,28.0,66,66.0,"



Odense Boldklub","Dec 31, 2020 On Loan","LB, CB",183cm,77kg,Left,66,LB,"Jan 3, 2018","Dec 31, 2020",€775K,€2K,€0,252.0,52,37,54,64,45,290,61,54,55,58.0,62,355,81,81,72,56.0,65,326,61,72.0,75,70,48,285,67,64,54,54.0,46,55,188,61,64,63,52,8.0,12.0,16.0,10.0,6.0,1748,380,2 ★,2★,High,Medium,1 ★,81,46,58.0,62.0,62,71.0,4
235253,P. Kammerbauer,Patrick Kammerbauer,https://cdn.sofifa.com/players/235/253/21_60.png,http://sofifa.com/player/235253/patrick-kammerbauer/210006/,Germany,23.0,66,74.0,"



Eintracht Braunschweig","Jun 30, 2021 On Loan","CDM, RB, CM",174cm,73kg,Right,67,CDM,"Jan 30, 2018","Jun 30, 2021",€1.8M,€6K,€0,268.0,64,45,49,70,40,301,67,62,43,61.0,68,355,68,65,76,63.0,83,312,53,76.0,66,64,53,297,78,59,59,61.0,40,58,190,67,63,60,40,8.0,12.0,8.0,5.0,7.0,1763,377,4 ★,3★,Medium,High,1 ★,66,48,64.0,69.0,62,68.0,6
242914,K. Nakamura,Keito Nakamura,https://cdn.sofifa.com/players/242/914/21_60.png,http://sofifa.com/player/242914/keito-nakamura/210006/,Japan,19.0,66,80.0,"



Sint-Truidense VV","Jun 30, 2021 On Loan",LM,180cm,75kg,Right,67,CAM,"Feb 1, 2018","Jun 30, 2021",€2M,€2K,€0,279.0,55,62,47,58,57,337,74,75,71,49.0,68,355,75,76,74,61.0,69,346,69,63.0,70,71,73,246,41,31,57,63.0,54,64,87,21,36,30,50,7.0,13.0,15.0,8.0,7.0,1700,366,3 ★,4★,High,Medium,1 ★,76,65,59.0,71.0,31,64.0,38
244938,Montero,Francisco Montero Rubio,https://cdn.sofifa.com/players/244/938/21_60.png,http://sofifa.com/player/244938/francisco-montero-rubio/210006/,Spain,21.0,66,80.0,"



Beşiktaş JK","Jun 30, 2021 On Loan",CB,185cm,76kg,Left,68,CB,"Jul 1, 2018","Jun 30, 2021",€2M,€8K,€0,223.0,42,27,63,62,29,232,55,33,25,59.0,60,275,60,41,57,68.0,65,235,37,40.0,59,73,26,237,67,70,23,37.0,40,64,202,65,69,68,51,7.0,14.0,13.0,11.0,6.0,1455,311,3 ★,2★,Medium,Medium,1 ★,45,29,49.0,58.0,67,67.0,44
221647,Kim Yong Hwan,Yong Hwan Kim,https://cdn.sofifa.com/players/221/647/21_60.png,http://sofifa.com/player/221647/yong-hwan-kim/210006/,Korea Republic,27.0,66,67.0,"



Sangju Sangmu FC","Nov 27, 2021 On Loan",RB,175cm,67kg,Right,66,RB,"Jan 4, 2019","Nov 27, 2021",€900K,€2K,€0,227.0,61,38,42,65,21,236,67,28,35,48.0,58,393,82,92,76,66.0,77,284,40,60.0,78,66,40,289,68,58,70,58.0,35,60,175,50,63,62,51,9.0,15.0,6.0,11.0,10.0,1655,375,4 ★,2★,High,High,1 ★,88,39,57.0,66.0,56,69.0,2
232447,Y. Rokutan,Yuji Rokutan,https://cdn.sofifa.com/players/232/447/21_60.png,http://sofifa.com/player/232447/yuji-rokutan/210006/,Japan,33.0,66,66.0,"



Yokohama FC","Jan 31, 2021 On Loan",GK,188cm,80kg,Right,66,GK,"Jan 1, 2017","Jan 31, 2021",€275K,€1K,€0,139.5,12,8,20,39,8,119,35,14,13,25.0,40,221,41,41,39,69.0,34,198,45,64.0,32,56,6,146,22,9,21,56.0,16,40,42,19,11,12,72,20.5,20.5,20.5,20.5,20.5,1110,350,1 ★,1★,Medium,Medium,1 ★,64,64,60.0,63.0,33,66.0,4
